year,region,site,rep,microsite,D1,D2,H,abundance,richness
2016,Mojave,2.4,4,open,,,,9,4
2016,Mojave,2.4,5,open,,,,0,0
2016,Mojave,2.4,6,open,,,,28,3
2016,Mojave,2.4,7,open,,,,5,2
2016,Mojave,2.4,8,open,,,,9,4
2016,Mojave,2.4,9,open,,,,6,2
2016,Mojave,2.4,10,open,,,,23,4
2016,Mojave,2.4,11,open,,,,9,3
2016,Mojave,2.4,12,open,,,,12,3
2016,Mojave,2.4,13,open,,,,1,1
2016,Mojave,2.4,14,open,,,,3,2
2016,Mojave,2.4,15,open,,,,13,3
2016,Mojave,2.4,16,open,,,,12,3
2016,Mojave,2.4,17,open,,,,16,2
2016,Mojave,2.4,18,open,,,,4,2
2016,Mojave,2.4,19,open,,,,7,2
2016,Mojave,2.4,20,open,,,,2,1
2016,Mojave,2.4,21,open,,,,2,2
2016,Mojave,2.4,22,open,,,,5,3
2016,Mojave,2.4,23,open,,,,2,1
2016,Mojave,2.4,24,open,,,,15,4
2016,Mojave,2.4,25,open,,,,0,0
2016,Mojave,2.4,26,open,,,,1,1
2016,Mojave,2.4,27,open,,,,24,2
2016,Mojave,2.4,28,open,,,,18,2
2016,Mojave,2.4,29,open,,,,4,2
2016,Mojave,2.4,30,open,,,,13,2
2016,Mojave,2.3,1,open,,,,10,2
2016,Mojave,2.3,2,open,,,,27,3
2016,Mojave,2.3,3,open,,,,9,3
2016,Mojave,2.3,4,open,,,,4,3
2016,Mojave,2.3,5,open,,,,0,0
2016,Mojave,2.3,6,open,,,,0,0
2016,Mojave,2.3,7,open,,,,5,3
2016,Mojave,2.3,8,open,,,,5,3
2016,Mojave,2.3,9,open,,,,0,0
2016,Mojave,2.3,10,open,,,,1,1
2016,Mojave,2.3,11,open,,,,3,1
2016,Mojave,2.3,12,open,,,,2,2
2016,Mojave,2.3,13,open,,,,9,2
2016,Mojave,2.3,14,open,,,,7,3
2016,Mojave,2.3,15,open,,,,19,2
2016,Mojave,2.3,16,open,,,,28,3
2016,Mojave,2.3,17,open,,,,31,3
2016,Mojave,2.3,18,open,,,,22,4
2016,Mojave,2.3,19,open,,,,16,4
2016,Mojave,2.3,20,open,,,,27,4
2016,Mojave,2.3,21,open,,,,36,3
2016,Mojave,2.3,22,open,,,,34,2
2016,Mojave,2.3,23,open,,,,0,0
2016,Mojave,2.3,24,open,,,,27,4
2016,Mojave,2.3,25,open,,,,22,5
2016,Mojave,2.3,26,open,,,,6,4
2016,Mojave,2.3,27,open,,,,0,0
2016,Mojave,2.3,28,open,,,,0,0
2016,Mojave,2.3,29,open,,,,0,0
2016,Mojave,2.3,30,open,,,,0,0
2016,Mojave,2.2,1,open,,,,10,3
2016,Mojave,2.2,2,open,,,,19,4
2016,Mojave,2.2,3,open,,,,2,2
2016,Mojave,2.2,4,open,,,,4,3
2016,Mojave,2.2,5,open,,,,8,3
2016,Mojave,2.2,6,open,,,,8,3
2016,Mojave,2.2,7,open,,,,10,4
2016,Mojave,2.2,8,open,,,,6,2
2016,Mojave,2.2,9,open,,,,4,2
2016,Mojave,2.2,10,open,,,,14,5
2016,Mojave,2.2,11,open,,,,3,3
2016,Mojave,2.2,12,open,,,,10,4
2016,Mojave,2.2,13,open,,,,4,2
2016,Mojave,2.2,14,open,,,,1,1
2016,Mojave,2.2,15,open,,,,0,0
2016,Mojave,2.2,16,open,,,,5,3
2016,Mojave,2.2,17,open,,,,6,3
2016,Mojave,2.2,18,open,,,,5,3
2016,Mojave,2.2,19,open,,,,3,2
2016,Mojave,2.2,20,open,,,,6,3
2016,Mojave,2.2,21,open,,,,5,2
2016,Mojave,2.2,22,open,,,,13,5
2016,Mojave,2.2,23,open,,,,13,5
2016,Mojave,2.2,24,open,,,,5,3
2016,Mojave,2.2,25,open,,,,0,0
2016,Mojave,2.2,26,open,,,,6,3
2016,Mojave,2.2,27,open,,,,3,1
2016,Mojave,2.2,28,open,,,,2,1
2016,Mojave,2.2,29,open,,,,3,2
2016,Mojave,2.2,30,open,,,,6,3
2016,Mojave,2.1,1,open,,,,1,1
2016,Mojave,2.1,2,open,,,,3,2
2016,Mojave,2.1,3,open,,,,5,4
2016,Mojave,2.1,4,open,,,,2,2
2016,Mojave,2.1,5,open,,,,4,3
2016,Mojave,2.1,6,open,,,,1,1
2016,Mojave,2.1,7,open,,,,4,2
2016,Mojave,2.1,8,open,,,,6,1
2016,Mojave,2.1,9,open,,,,7,2
2016,Mojave,2.1,10,open,,,,7,3
2016,Mojave,2.1,11,open,,,,1,1
2016,Mojave,2.1,12,open,,,,51,2
2016,Mojave,2.1,13,open,,,,6,3
2016,Mojave,2.1,14,open,,,,15,3
2016,Mojave,2.1,15,open,,,,6,3
2016,Mojave,2.1,16,open,,,,8,2
2016,Mojave,2.1,17,open,,,,7,3
2016,Mojave,2.1,18,open,,,,8,2
2016,Mojave,2.1,19,open,,,,10,2
2016,Mojave,2.1,20,open,,,,3,3
2016,Mojave,2.1,21,open,,,,2,1
2016,Mojave,2.1,22,open,,,,44,2
2016,Mojave,2.1,23,open,,,,10,3
2016,Mojave,2.1,24,open,,,,10,3
2016,Mojave,2.1,25,open,,,,6,1
2016,Mojave,2.1,26,open,,,,17,3
2016,Mojave,2.1,27,open,,,,8,2
2016,Mojave,2.1,28,open,,,,1,1
2016,Mojave,2.1,29,open,,,,11,3
2016,Mojave,2.1,30,open,,,,5,2
2016,Mojave,2.5,1,shrub,1.5,1.4,1.2,16,3
2016,Mojave,2.5,2,shrub,3.5,2.5,1.5,18,3
2016,Mojave,2.5,3,shrub,1.8,1.7,1.3,11,4
2016,Mojave,2.5,4,shrub,2.9,2.8,1.5,11,4
2016,Mojave,2.5,5,shrub,2.4,2.5,1.5,29,3
2016,Mojave,2.5,6,shrub,2.9,1.8,1.8,32,4
2016,Mojave,2.5,7,shrub,1.8,1.7,1.5,31,5
2016,Mojave,2.5,8,shrub,2.7,2.1,1.4,39,3
2016,Mojave,2.5,9,shrub,2.3,1.4,1.2,39,4
2016,Mojave,2.5,10,shrub,2.7,2.8,1.7,25,4
2016,Mojave,2.5,11,shrub,3.7,1.8,2,47,3
2016,Mojave,2.5,12,shrub,2.2,1.3,1.2,41,5
2016,Mojave,2.5,13,shrub,1.8,1.8,1.5,17,4
2016,Mojave,2.5,14,shrub,1.6,1.4,1.5,23,4
2016,Mojave,2.5,15,shrub,2.9,1.8,1.5,34,6
2016,Mojave,2.5,16,shrub,1.2,1.6,1.3,29,5
2016,Mojave,2.5,17,shrub,1.4,1.4,1.4,29,6
2016,Mojave,2.5,18,shrub,2.4,3.3,1.5,54,3
2016,Mojave,2.5,19,shrub,3.4,2.8,1.3,37,5
2016,Mojave,2.5,20,shrub,1.9,1.8,1.5,35,6
2016,Mojave,2.5,21,shrub,2.4,3.2,1.2,32,4
2016,Mojave,2.5,22,shrub,3.2,1.7,1.5,28,6
2016,Mojave,2.5,23,shrub,1.6,1.9,1.5,18,4
2016,Mojave,2.5,24,shrub,1.7,1.5,1.6,12,4
2016,Mojave,2.5,25,shrub,1.8,1.9,1.9,58,4
2016,Mojave,2.5,26,shrub,1.8,1.8,1,31,3
2016,Mojave,2.5,27,shrub,2.3,1.9,1.4,26,4
2016,Mojave,2.5,28,shrub,3,1.7,1.4,44,4
2016,Mojave,2.5,29,shrub,2.3,2.7,1.2,7,3
2016,Mojave,2.5,30,shrub,2.8,3.3,1.4,24,3
2016,Mojave,2.4,1,shrub,3.4,2.5,1.9,30,6
2016,Mojave,2.4,2,shrub,1.4,1.1,1,12,5
2016,Mojave,2.4,3,shrub,2.9,1.4,1.4,39,5
2016,Mojave,2.4,4,shrub,2.1,1.8,1.7,45,7
2016,Mojave,2.4,5,shrub,1.9,1.7,1.8,27,1
2016,Mojave,2.4,6,shrub,2.5,1.8,1.4,10,4
2016,Mojave,2.4,7,shrub,3.3,2.8,1.5,59,5
2016,Mojave,2.4,8,shrub,2.1,2.3,1.8,55,4
2016,Mojave,2.4,9,shrub,2.9,2.3,1.2,66,7
2016,Mojave,2.4,10,shrub,2.5,2.4,2.5,79,5
2016,Mojave,2.4,11,shrub,3.9,2.4,2.2,47,3
2016,Mojave,2.4,12,shrub,2.8,2.1,1.4,12,4
2016,Mojave,2.4,13,shrub,3,2.4,1.5,39,4
2016,Mojave,2.4,14,shrub,2.9,2.4,1.9,33,7
2016,Mojave,2.4,15,shrub,3.3,1.7,1.4,50,5
2016,Mojave,2.4,16,shrub,1.8,1,1.3,80,5
2016,Mojave,2.4,17,shrub,2.4,1.6,1.2,25,4
2016,Mojave,2.4,18,shrub,2.9,1.5,1.6,81,1
2016,Mojave,2.4,19,shrub,2.7,1.8,1.5,78,4
2016,Mojave,2.4,20,shrub,2.3,2.4,1.5,33,8
2016,Mojave,2.4,21,shrub,2.6,3.8,1.1,34,6
2016,Mojave,2.4,22,shrub,3.5,2.5,2.2,45,5
2016,Mojave,2.4,23,shrub,2.1,2.3,1.4,17,4
2016,Mojave,2.4,24,shrub,1.6,1.7,1.4,60,5
2016,Mojave,2.4,25,shrub,3.4,3.1,2.1,91,2
2016,Mojave,2.4,26,shrub,2.2,2.6,1.2,33,4
2016,Mojave,2.4,27,shrub,3.2,2.6,1.5,37,4
2016,Mojave,2.4,28,shrub,2.9,2.2,1.3,0,0
2016,Mojave,2.4,29,shrub,3.7,3.8,1.5,15,4
2016,Mojave,2.4,30,shrub,3.8,3.7,1.8,14,5
2016,Mojave,2.3,1,shrub,2.2,1.8,1.6,57,1
2016,Mojave,2.3,2,shrub,2.5,2.5,1.3,50,2
2016,Mojave,2.3,3,shrub,1.4,1.5,1.4,31,4
2016,Mojave,2.3,4,shrub,3.2,1.9,1.2,39,3
2016,Mojave,2.3,5,shrub,1.4,1.9,1.2,27,2
2016,Mojave,2.3,6,shrub,1.7,1.6,1.1,3,1
2016,Mojave,2.3,7,shrub,1,0.9,0.6,10,3
2016,Mojave,2.3,8,shrub,2.2,1.4,1.3,55,5
2016,Mojave,2.3,9,shrub,2.2,1.8,1.1,33,3
2016,Mojave,2.3,10,shrub,2.8,0.6,1.6,1,1
2016,Mojave,2.3,11,shrub,2.6,2,1.5,54,3
2016,Mojave,2.3,12,shrub,1.5,1.4,1.4,43,2
2016,Mojave,2.3,13,shrub,1.9,2.1,1.1,34,2
2016,Mojave,2.3,14,shrub,1.2,1.3,1.2,27,4
2016,Mojave,2.3,15,shrub,1.6,1.7,1.2,4,2
2016,Mojave,2.3,16,shrub,2.2,2.1,1.5,40,2
2016,Mojave,2.3,17,shrub,2.7,2.8,1.6,61,3
2016,Mojave,2.3,18,shrub,2.6,1.5,1.2,67,3
2016,Mojave,2.3,19,shrub,2.9,2.9,1.6,33,3
2016,Mojave,2.3,20,shrub,2,2,1.7,40,2
2016,Mojave,2.3,21,shrub,2.2,2,1.5,50,5
2016,Mojave,2.3,22,shrub,2.2,2,1.3,40,2
2016,Mojave,2.3,23,shrub,2.7,2.8,1.4,25,3
2016,Mojave,2.3,24,shrub,2.8,2.9,1.9,57,4
2016,Mojave,2.3,25,shrub,0.9,1,1.4,43,3
2016,Mojave,2.3,26,shrub,2.5,2.8,1.6,31,5
2016,Mojave,2.3,27,shrub,2.2,1.8,1.1,16,1
2016,Mojave,2.3,28,shrub,1.8,1.7,1,35,4
2016,Mojave,2.3,29,shrub,2.2,1.8,1.4,38,2
2016,Mojave,2.3,30,shrub,2.9,1,1.3,0,0
2016,Mojave,2.2,1,shrub,2,1.3,1.2,25,3
2016,Mojave,2.2,2,shrub,1.3,1.4,1.1,12,5
2016,Mojave,2.2,3,shrub,2.2,1.4,1.2,27,5
2016,Mojave,2.2,4,shrub,1.9,1.9,1.6,16,3
2016,Mojave,2.2,5,shrub,2,1.4,1.5,29,4
2016,Mojave,2.2,6,shrub,1.5,1.5,1.1,17,4
2016,Mojave,2.2,7,shrub,1.4,1.4,1.1,20,4
2016,Mojave,2.2,8,shrub,1.7,1.1,1.4,16,4
2016,Mojave,2.2,9,shrub,2,2,1.5,22,2
2016,Mojave,2.2,10,shrub,2.3,2.5,1.4,21,4
2016,Mojave,2.2,11,shrub,1.7,2.1,1.5,32,5
2016,Mojave,2.2,12,shrub,2.3,2.4,1.4,16,3
2016,Mojave,2.2,13,shrub,2.3,2.1,1.6,27,3
2016,Mojave,2.2,14,shrub,3,2.4,1.5,27,4
2016,Mojave,2.2,15,shrub,2.8,3,2.1,16,4
2016,Mojave,2.2,16,shrub,1.8,1.9,1.4,21,3
2016,Mojave,2.2,17,shrub,2,2,1.7,11,4
2016,Mojave,2.2,18,shrub,1.1,1.2,1.1,10,3
2016,Mojave,2.2,19,shrub,1.5,1.4,1.4,10,4
2016,Mojave,2.2,20,shrub,1.9,1.9,1.5,32,4
2016,Mojave,2.2,21,shrub,2,1.9,1.4,17,3
2016,Mojave,2.2,22,shrub,1.1,1.1,1.2,17,5
2016,Mojave,2.2,23,shrub,1.3,1.4,1.6,22,4
2016,Mojave,2.2,24,shrub,1.9,1.4,1.7,28,3
2016,Mojave,2.2,25,shrub,2.2,1.9,1.3,16,4
2016,Mojave,2.2,26,shrub,1.2,1.4,1.2,33,4
2016,Mojave,2.2,27,shrub,2.4,2.8,1.8,46,3
2016,Mojave,2.2,28,shrub,2.6,2.5,1.4,24,3
2016,Mojave,2.2,29,shrub,1.5,1.4,1.5,34,3
2016,Mojave,2.2,30,shrub,2.5,2.4,1.6,9,2
2016,Mojave,2.1,1,shrub,2,1.8,1.2,11,4
2016,Mojave,2.1,2,shrub,1.4,2.1,1.1,6,4
2016,Mojave,2.1,3,shrub,1.5,1.6,1.2,2,1
2016,Mojave,2.1,4,shrub,1.7,1.7,1.2,6,3
2016,Mojave,2.1,5,shrub,1.9,1.4,1.4,3,1
2016,Mojave,2.1,6,shrub,1.2,1,0.9,3,2
2016,Mojave,2.1,7,shrub,1.3,1.5,1.3,2,2
2016,Mojave,2.1,8,shrub,1.4,1.4,1.2,6,2
2016,Mojave,2.1,9,shrub,1.3,1.2,1.4,2,1
2016,Mojave,2.1,10,shrub,1.4,1.3,1.4,10,3
2016,Mojave,2.1,11,shrub,1.8,1.6,1.4,1,1
2016,Mojave,2.1,12,shrub,1.5,1.4,1.3,5,2
2016,Mojave,2.1,13,shrub,1.8,1.7,1.4,1,1
2016,Mojave,2.1,14,shrub,1.4,1.5,1.1,4,2
2016,Mojave,2.1,15,shrub,1.1,0.9,1.1,6,2
2016,Mojave,2.1,16,shrub,1,1,0.9,2,2
2016,Mojave,2.1,17,shrub,1.9,1.9,1.7,1,1
2016,Mojave,2.1,18,shrub,1.5,1.9,1.7,11,2
2016,Mojave,2.1,19,shrub,1.3,1.5,1.7,10,2
2016,Mojave,2.1,20,shrub,2,2.1,1.4,2,2
2016,Mojave,2.1,21,shrub,1.6,1.8,1.4,2,2
2016,Mojave,2.1,22,shrub,2,1.5,1.3,4,2
2016,Mojave,2.1,23,shrub,1,1.1,1.6,1,1
2016,Mojave,2.1,24,shrub,0.8,1,1,9,3
2016,Mojave,2.1,25,shrub,1.4,0.8,0.9,9,3
2016,Mojave,2.1,26,shrub,0.7,0.8,1.2,16,2
2016,Mojave,2.1,27,shrub,1.2,1.3,1.1,1,1
2016,Mojave,2.1,28,shrub,2.2,2.3,1.7,2,2
2016,Mojave,2.1,29,shrub,1.3,1.6,1.4,2,2
2016,Mojave,2.1,30,shrub,1,1.1,1.4,12,3
2016,Panoche,1.3,1,open,,,,106,4
2016,Panoche,1.3,2,open,,,,245,3
2016,Panoche,1.3,3,open,,,,175,4
2016,Panoche,1.3,4,open,,,,214,2
2016,Panoche,1.3,5,open,,,,233,3
2016,Panoche,1.3,6,open,,,,206,4
2016,Panoche,1.3,7,open,,,,243,2
2016,Panoche,1.3,8,open,,,,229,2
2016,Panoche,1.3,9,open,,,,145,3
2016,Panoche,1.3,10,open,,,,138,3
2016,Panoche,1.3,11,open,,,,171,4
2016,Panoche,1.3,12,open,,,,188,4
2016,Panoche,1.3,13,open,,,,212,3
2016,Panoche,1.3,14,open,,,,177,3
2016,Panoche,1.3,15,open,,,,117,4
2016,Panoche,1.3,16,open,,,,203,3
2016,Panoche,1.3,17,open,,,,194,3
2016,Panoche,1.3,18,open,,,,182,3
2016,Panoche,1.3,19,open,,,,183,4
2016,Panoche,1.3,20,open,,,,113,4
2016,Panoche,1.3,21,open,,,,123,4
2016,Panoche,1.3,22,open,,,,195,3
2016,Panoche,1.3,23,open,,,,184,4
2016,Panoche,1.3,24,open,,,,260,3
2016,Panoche,1.3,25,open,,,,173,3
2016,Panoche,1.3,26,open,,,,188,2
2016,Panoche,1.3,27,open,,,,177,3
2016,Panoche,1.3,28,open,,,,244,2
2016,Panoche,1.3,29,open,,,,185,3
2016,Panoche,1.3,30,open,,,,218,2
2016,Panoche,1.2,1,open,,,,68,4
2016,Panoche,1.2,2,open,,,,54,4
2016,Panoche,1.2,3,open,,,,79,4
2016,Panoche,1.2,4,open,,,,70,4
2016,Panoche,1.2,5,open,,,,64,5
2016,Panoche,1.2,6,open,,,,76,6
2016,Panoche,1.2,7,open,,,,82,5
2016,Panoche,1.2,8,open,,,,81,5
2016,Panoche,1.2,9,open,,,,88,5
2016,Panoche,1.2,10,open,,,,86,5
2016,Panoche,1.2,11,open,,,,105,4
2016,Panoche,1.2,12,open,,,,74,6
2016,Panoche,1.2,13,open,,,,67,5
2016,Panoche,1.2,14,open,,,,78,4
2016,Panoche,1.2,15,open,,,,78,3
2016,Panoche,1.2,16,open,,,,82,4
2016,Panoche,1.2,17,open,,,,138,5
2016,Panoche,1.2,18,open,,,,41,5
2016,Panoche,1.2,19,open,,,,80,4
2016,Panoche,1.2,20,open,,,,67,4
2016,Panoche,1.2,21,open,,,,86,3
2016,Panoche,1.2,22,open,,,,81,5
2016,Panoche,1.2,23,open,,,,110,4
2016,Panoche,1.2,24,open,,,,49,4
2016,Panoche,1.2,25,open,,,,82,5
2016,Panoche,1.2,26,open,,,,124,5
2016,Panoche,1.2,27,open,,,,38,5
2016,Panoche,1.2,28,open,,,,70,4
2016,Panoche,1.2,29,open,,,,143,5
2016,Panoche,1.2,30,open,,,,125,5
2016,Panoche,1.1,1,open,,,,148,3
2016,Panoche,1.1,2,open,,,,203,2
2016,Panoche,1.1,3,open,,,,153,3
2016,Panoche,1.1,4,open,,,,363,2
2016,Panoche,1.1,5,open,,,,309,2
2016,Panoche,1.1,6,open,,,,286,2
2016,Panoche,1.1,7,open,,,,311,2
2016,Panoche,1.1,8,open,,,,68,3
2016,Panoche,1.1,9,open,,,,213,2
2016,Panoche,1.1,10,open,,,,134,2
2016,Panoche,1.1,11,open,,,,156,2
2016,Panoche,1.1,12,open,,,,219,2
2016,Panoche,1.1,13,open,,,,271,3
2016,Panoche,1.1,14,open,,,,85,2
2016,Panoche,1.1,15,open,,,,278,2
2016,Panoche,1.1,16,open,,,,242,4
2016,Panoche,1.1,17,open,,,,95,2
2016,Panoche,1.1,18,open,,,,262,2
2016,Panoche,1.1,19,open,,,,114,2
2016,Panoche,1.1,20,open,,,,243,2
2016,Panoche,1.1,21,open,,,,292,3
2016,Panoche,1.1,22,open,,,,270,3
2016,Panoche,1.1,23,open,,,,255,3
2016,Panoche,1.1,24,open,,,,166,3
2016,Panoche,1.1,25,open,,,,169,3
2016,Panoche,1.1,26,open,,,,264,3
2016,Panoche,1.1,27,open,,,,266,2
2016,Panoche,1.1,28,open,,,,210,2
2016,Panoche,1.1,29,open,,,,126,3
2016,Panoche,1.1,30,open,,,,202,3
2016,Panoche,1.3,1,shrub,3.77,2.38,1.59,263,1
2016,Panoche,1.3,2,shrub,3.22,2.38,1.84,276,1
2016,Panoche,1.3,3,shrub,1.95,1.3,0.59,217,1
2016,Panoche,1.3,4,shrub,4.21,4.39,1.71,283,1
2016,Panoche,1.3,5,shrub,3.41,3.17,1.55,241,1
2016,Panoche,1.3,6,shrub,2.07,3.2,0.76,250,1
2016,Panoche,1.3,7,shrub,4.78,6.03,2.25,277,1
2016,Panoche,1.3,8,shrub,5.76,5.43,2.16,289,1
2016,Panoche,1.3,9,shrub,2.55,2.27,0.98,245,2
2016,Panoche,1.3,10,shrub,2.4,2.72,1.04,223,2
2016,Panoche,1.3,11,shrub,2.9,3.17,1.51,204,2
2016,Panoche,1.3,12,shrub,1.66,3.1,0.8,215,1
2016,Panoche,1.3,13,shrub,2.83,3.68,1.63,212,1
2016,Panoche,1.3,14,shrub,3.02,3.23,1.74,182,2
2016,Panoche,1.3,15,shrub,4.15,3.51,1.85,254,1
2016,Panoche,1.3,16,shrub,2.99,2.84,1.9,158,2
2016,Panoche,1.3,17,shrub,1.65,1.77,1.37,270,1
2016,Panoche,1.3,18,shrub,3.99,4.08,1.6,254,1
2016,Panoche,1.3,19,shrub,1.65,1.16,0.62,241,1
2016,Panoche,1.3,20,shrub,3.43,2.73,1.83,268,1
2016,Panoche,1.3,21,shrub,4.11,3.28,1.95,267,1
2016,Panoche,1.3,22,shrub,3.97,2.23,1.35,286,1
2016,Panoche,1.3,23,shrub,3.28,2.85,1.75,225,2
2016,Panoche,1.3,24,shrub,2.64,2.26,1.9,312,1
2016,Panoche,1.3,25,shrub,3.34,2.35,1.48,286,1
2016,Panoche,1.3,26,shrub,2.47,2.91,1.67,222,1
2016,Panoche,1.3,27,shrub,4.07,4.9,1.66,246,1
2016,Panoche,1.3,28,shrub,4.42,4.17,1.85,334,1
2016,Panoche,1.3,29,shrub,1.72,2,1.19,278,1
2016,Panoche,1.3,30,shrub,2.42,2.47,1.4,268,1
2016,Panoche,1.2,1,shrub,2.08,2.66,1.09,272,3
2016,Panoche,1.2,2,shrub,2.76,2.7,1.26,154,3
2016,Panoche,1.2,3,shrub,1.59,1.29,1,192,3
2016,Panoche,1.2,4,shrub,2.68,2.33,1.16,216,1
2016,Panoche,1.2,5,shrub,1.86,2,1.34,118,1
2016,Panoche,1.2,6,shrub,2.59,2.76,1.43,118,4
2016,Panoche,1.2,7,shrub,2.82,3.11,1.26,192,1
2016,Panoche,1.2,8,shrub,2.64,2.85,1.34,241,1
2016,Panoche,1.2,9,shrub,2.01,1.94,1.16,186,1
2016,Panoche,1.2,10,shrub,1.97,2.06,1.01,216,1
2016,Panoche,1.2,11,shrub,2.7,3.2,1.14,92,1
2016,Panoche,1.2,12,shrub,2.1,2.26,1.16,98,4
2016,Panoche,1.2,13,shrub,1.97,2.28,1.29,100,1
2016,Panoche,1.2,14,shrub,2.41,2.33,0.64,123,3
2016,Panoche,1.2,15,shrub,2.55,3.21,1.21,181,1
2016,Panoche,1.2,16,shrub,1.98,2.14,0.53,116,3
2016,Panoche,1.2,17,shrub,2.44,1.98,1.02,155,2
2016,Panoche,1.2,18,shrub,2.04,1.97,0.98,167,3
2016,Panoche,1.2,19,shrub,1.75,1.55,0.97,178,3
2016,Panoche,1.2,20,shrub,2.39,2.8,1.04,245,3
2016,Panoche,1.2,21,shrub,2.38,3.28,1.25,211,1
2016,Panoche,1.2,22,shrub,1.22,2.14,1.11,172,4
2016,Panoche,1.2,23,shrub,2.19,3.01,1.35,87,1
2016,Panoche,1.2,24,shrub,3.31,2.48,1.05,152,3
2016,Panoche,1.2,25,shrub,1.33,2.33,0.94,177,4
2016,Panoche,1.2,26,shrub,1.61,1.4,0.89,225,1
2016,Panoche,1.2,27,shrub,1.88,1.79,1,186,3
2016,Panoche,1.2,28,shrub,2.2,1.98,1.28,229,1
2016,Panoche,1.2,29,shrub,2.32,1.64,1.09,143,2
2016,Panoche,1.2,30,shrub,1.39,1.4,0.82,230,1
2016,Panoche,1.1,1,shrub,3.1496,3.5814,1.38,139,3
2016,Panoche,1.1,2,shrub,1.778,1.7018,0.89,241,3
2016,Panoche,1.1,3,shrub,4.2672,3.5306,1.88,283,4
2016,Panoche,1.1,4,shrub,4.0386,3.9624,1.49,201,2
2016,Panoche,1.1,5,shrub,3.94,4.24,1.88,134,3
2016,Panoche,1.1,6,shrub,4.3434,5.2832,2.15,205,3
2016,Panoche,1.1,7,shrub,5.2324,4.064,1.83,132,2
2016,Panoche,1.1,8,shrub,1.94,1.41,0.99,296,3
2016,Panoche,1.1,9,shrub,4.17,4.37,1.54,156,3
2016,Panoche,1.1,10,shrub,4.62,4.26,1.53,100,3
2016,Panoche,1.1,11,shrub,5.27,4.5,1.73,200,2
2016,Panoche,1.1,12,shrub,5.2,4.89,1.57,148,2
2016,Panoche,1.1,13,shrub,0.8,6.28,1.73,120,2
2016,Panoche,1.1,14,shrub,4.67,3.6,1.89,162,3
2016,Panoche,1.1,15,shrub,4.2,3.62,2.2,118,3
2016,Panoche,1.1,16,shrub,4.68,3.72,1.64,248,3
2016,Panoche,1.1,17,shrub,3.31,3.26,1.32,229,4
2016,Panoche,1.1,18,shrub,4.88,3.13,1.75,38,2
2016,Panoche,1.1,19,shrub,4.63,3.45,2.2,84,3
2016,Panoche,1.1,20,shrub,2.84,2.2,1.26,200,2
2016,Panoche,1.1,21,shrub,3.52,2.64,1.46,63,3
2016,Panoche,1.1,22,shrub,3.2,3.5,1.6,119,3
2016,Panoche,1.1,23,shrub,3.94,2.98,1.42,122,3
2016,Panoche,1.1,24,shrub,3.48,2.54,1.63,222,2
2016,Panoche,1.1,25,shrub,3.7,3.2,1.14,60,3
2016,Panoche,1.1,26,shrub,1.54,1.2,0.72,169,4
2016,Panoche,1.1,27,shrub,2.77,2.66,1.47,163,3
2016,Panoche,1.1,28,shrub,3.76,2.32,1.12,116,2
2016,Panoche,1.1,29,shrub,2.12,2.04,0.77,109,4
2016,Panoche,1.1,30,shrub,3.49,3.37,1.56,84,2
2015,Mojave,2.5,1,open,,,,0,0
2015,Mojave,2.5,2,open,,,,1,1
2015,Mojave,2.5,3,open,,,,3,1
2015,Mojave,2.5,4,open,,,,3,2
2015,Mojave,2.5,5,open,,,,10,4
2015,Mojave,2.5,6,open,,,,0,0
2015,Mojave,2.5,7,open,,,,4,3
2015,Mojave,2.5,8,open,,,,0,0
2015,Mojave,2.5,9,open,,,,1,1
2015,Mojave,2.5,10,open,,,,0,0
2015,Mojave,2.5,11,open,,,,2,2
2015,Mojave,2.5,12,open,,,,0,0
2015,Mojave,2.5,13,open,,,,1,1
2015,Mojave,2.5,14,open,,,,0,0
2015,Mojave,2.5,15,open,,,,0,0
2015,Mojave,2.4,1,open,,,,0,0
2015,Mojave,2.4,2,open,,,,1,1
2015,Mojave,2.4,3,open,,,,33,5
2015,Mojave,2.4,4,open,,,,2,1
2015,Mojave,2.4,5,open,,,,24,3
2015,Mojave,2.4,6,open,,,,0,0
2015,Mojave,2.4,7,open,,,,27,1
2015,Mojave,2.4,8,open,,,,2,2
2015,Mojave,2.4,9,open,,,,1,1
2015,Mojave,2.4,10,open,,,,22,5
2015,Mojave,2.4,11,open,,,,4,3
2015,Mojave,2.4,12,open,,,,0,0
2015,Mojave,2.4,13,open,,,,11,4
2015,Mojave,2.4,14,open,,,,44,1
2015,Mojave,2.4,15,open,,,,25,5
2015,Mojave,2.3,1,open,,,,0,0
2015,Mojave,2.3,2,open,,,,0,0
2015,Mojave,2.3,3,open,,,,0,0
2015,Mojave,2.3,4,open,,,,1,1
2015,Mojave,2.3,5,open,,,,0,0
2015,Mojave,2.3,6,open,,,,0,0
2015,Mojave,2.3,7,open,,,,8,4
2015,Mojave,2.3,8,open,,,,0,0
2015,Mojave,2.3,9,open,,,,5,3
2015,Mojave,2.3,10,open,,,,0,0
2015,Mojave,2.3,11,open,,,,8,3
2015,Mojave,2.3,12,open,,,,0,0
2015,Mojave,2.3,13,open,,,,2,2
2015,Mojave,2.3,14,open,,,,3,2
2015,Mojave,2.3,15,open,,,,35,3
2015,Mojave,2.2,1,open,,,,13,3
2015,Mojave,2.2,2,open,,,,2,2
2015,Mojave,2.2,3,open,,,,4,2
